Language,Task,Assistant,Strategy,Likert
Spanish,A,B,Strat9,2
Spanish,A,B,Strat9,2
Spanish,A,B,Strat9,4
Spanish,A,B,Strat9,2
Spanish,A,B,Strat9,3
Spanish,A,B,Strat9,2
Spanish,A,B,Strat9,5
Spanish,A,B,Strat9,3
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,4
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,4
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,2
Spanish,A,A,Strat10,4
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,2
Spanish,A,A,Strat10,2
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,4
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,4
Spanish,A,A,Strat10,2
Spanish,A,A,Strat10,4
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,2
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,4
Spanish,A,A,Strat10,1
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,4
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,3
Spanish,A,A,Strat10,2
Spanish,A,A,Strat10,5
Spanish,A,A,Strat10,4
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,3
Spanish,A,B,Strat10,5
Spanish,A,B,Strat10,4
Spanish,A,B,Strat10,5
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,4
Spanish,A,B,Strat10,3
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,3
Spanish,A,B,Strat10,3
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,3
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,3
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,3
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,3
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,1
Spanish,A,B,Strat10,4
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,5
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,4
Spanish,A,B,Strat10,2
Spanish,A,B,Strat10,5
Spanish,A,B,Strat10,4
