Language,Task,Strategy,Likert
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,3
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,5
Spanish,2,Strat9,3
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,4
Spanish,2,Strat6,5
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,3
Spanish,2,Strat5,5
Spanish,2,Strat6,3
Spanish,2,Strat7,3
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,2
Spanish,2,Strat3,5
Spanish,2,Strat4,1
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,4
Spanish,2,Strat2,2
Spanish,2,Strat3,3
Spanish,2,Strat4,4
Spanish,2,Strat5,4
Spanish,2,Strat6,3
Spanish,2,Strat7,4
Spanish,2,Strat8,4
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,1
Spanish,2,Strat3,5
Spanish,2,Strat4,3
Spanish,2,Strat5,5
Spanish,2,Strat6,3
Spanish,2,Strat7,3
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,5
Spanish,2,Strat1,4
Spanish,2,Strat2,1
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,4
Spanish,2,Strat7,1
Spanish,2,Strat8,5
Spanish,2,Strat9,1
Spanish,2,Strat10,1
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,4
Spanish,2,Strat9,5
Spanish,2,Strat10,1
Spanish,2,Strat1,4
Spanish,2,Strat2,3
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,3
Spanish,2,Strat8,4
Spanish,2,Strat9,3
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,1
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,1
Spanish,2,Strat6,1
Spanish,2,Strat7,5
Spanish,2,Strat8,1
Spanish,2,Strat9,1
Spanish,2,Strat10,3
Spanish,2,Strat1,5
Spanish,2,Strat2,1
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,3
Spanish,2,Strat7,1
Spanish,2,Strat8,5
Spanish,2,Strat9,3
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,4
Spanish,2,Strat7,3
Spanish,2,Strat8,5
Spanish,2,Strat9,5
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,4
Spanish,2,Strat4,1
Spanish,2,Strat5,4
Spanish,2,Strat6,1
Spanish,2,Strat7,2
Spanish,2,Strat8,4
Spanish,2,Strat9,2
Spanish,2,Strat10,4
Spanish,2,Strat1,4
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,4
Spanish,2,Strat9,4
Spanish,2,Strat10,2
Spanish,2,Strat1,4
Spanish,2,Strat2,4
Spanish,2,Strat3,4
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,3
Spanish,2,Strat1,3
Spanish,2,Strat2,5
Spanish,2,Strat3,4
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,4
Spanish,2,Strat7,3
Spanish,2,Strat8,4
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,4
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,5
Spanish,2,Strat1,2
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,5
Spanish,2,Strat7,2
Spanish,2,Strat8,5
Spanish,2,Strat9,3
Spanish,2,Strat10,5
Spanish,2,Strat1,3
Spanish,2,Strat2,4
Spanish,2,Strat3,2
Spanish,2,Strat4,4
Spanish,2,Strat5,3
Spanish,2,Strat6,4
Spanish,2,Strat7,2
Spanish,2,Strat8,3
Spanish,2,Strat9,4
Spanish,2,Strat10,3
Spanish,2,Strat1,5
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,4
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,1
Spanish,2,Strat7,1
Spanish,2,Strat8,5
Spanish,2,Strat9,2
Spanish,2,Strat10,4
Spanish,2,Strat1,4
Spanish,2,Strat2,2
Spanish,2,Strat3,4
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,3
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,4
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,3
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,3
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,5
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,3
Spanish,2,Strat3,3
Spanish,2,Strat4,3
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,4
Spanish,2,Strat8,4
Spanish,2,Strat9,2
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,1
Spanish,2,Strat3,4
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,1
Spanish,2,Strat7,1
Spanish,2,Strat8,4
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,4
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,4
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,4
Spanish,2,Strat9,1
Spanish,2,Strat10,5
Spanish,2,Strat1,3
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,3
Spanish,2,Strat5,5
Spanish,2,Strat6,1
Spanish,2,Strat7,5
Spanish,2,Strat8,1
Spanish,2,Strat9,3
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,4
Spanish,2,Strat6,4
Spanish,2,Strat7,2
Spanish,2,Strat8,5
Spanish,2,Strat9,3
Spanish,2,Strat10,5
Spanish,2,Strat1,4
Spanish,2,Strat2,1
Spanish,2,Strat3,4
Spanish,2,Strat4,3
Spanish,2,Strat5,4
Spanish,2,Strat6,3
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,3
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,3
Spanish,2,Strat8,5
Spanish,2,Strat9,3
Spanish,2,Strat10,4
Spanish,2,Strat1,4
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,1
Spanish,2,Strat7,2
Spanish,2,Strat8,4
Spanish,2,Strat9,2
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,3
Spanish,2,Strat8,5
Spanish,2,Strat9,1
Spanish,2,Strat10,3
Spanish,2,Strat1,4
Spanish,2,Strat2,1
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,5
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,2
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,3
Spanish,2,Strat7,3
Spanish,2,Strat8,5
Spanish,2,Strat9,2
Spanish,2,Strat10,3
Spanish,2,Strat1,4
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,3
Spanish,2,Strat7,4
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,3
Spanish,2,Strat1,4
Spanish,2,Strat2,2
Spanish,2,Strat3,4
Spanish,2,Strat4,4
Spanish,2,Strat5,4
Spanish,2,Strat6,3
Spanish,2,Strat7,2
Spanish,2,Strat8,4
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,4
Spanish,2,Strat2,3
Spanish,2,Strat3,5
Spanish,2,Strat4,2
Spanish,2,Strat5,5
Spanish,2,Strat6,1
Spanish,2,Strat7,1
Spanish,2,Strat8,4
Spanish,2,Strat9,1
Spanish,2,Strat10,2
Spanish,2,Strat1,4
Spanish,2,Strat2,3
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,5
Spanish,2,Strat9,3
Spanish,2,Strat10,2
Spanish,2,Strat1,1
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,1
Spanish,2,Strat7,1
Spanish,2,Strat8,2
Spanish,2,Strat9,1
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,4
Spanish,2,Strat6,3
Spanish,2,Strat7,3
Spanish,2,Strat8,4
Spanish,2,Strat9,5
Spanish,2,Strat10,3
Spanish,2,Strat1,5
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,5
Spanish,2,Strat7,4
Spanish,2,Strat8,4
Spanish,2,Strat9,5
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,2
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,4
Spanish,2,Strat7,5
Spanish,2,Strat8,5
Spanish,2,Strat9,5
Spanish,2,Strat10,5
Spanish,2,Strat1,3
Spanish,2,Strat2,5
Spanish,2,Strat3,5
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,3
Spanish,2,Strat8,4
Spanish,2,Strat9,4
Spanish,2,Strat10,4
Spanish,2,Strat1,5
Spanish,2,Strat2,4
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,1
Spanish,2,Strat7,1
Spanish,2,Strat8,5
Spanish,2,Strat9,4
Spanish,2,Strat10,5
Spanish,2,Strat1,5
Spanish,2,Strat2,2
Spanish,2,Strat3,5
Spanish,2,Strat4,5
Spanish,2,Strat5,5
Spanish,2,Strat6,4
Spanish,2,Strat7,2
Spanish,2,Strat8,5
Spanish,2,Strat9,5
Spanish,2,Strat10,4
Spanish,2,Strat1,4
Spanish,2,Strat2,4
Spanish,2,Strat3,4
Spanish,2,Strat4,4
Spanish,2,Strat5,5
Spanish,2,Strat6,2
Spanish,2,Strat7,2
Spanish,2,Strat8,1
Spanish,2,Strat9,2
Spanish,2,Strat10,4
